FW_SECRET_KEY not set — using file key at PROJECT_ROOT/.context/working/.fw-secret-key. Set FW_SECRET_KEY for production deployment.
Werkzeug appears to be used in a production deployment. Consider switching to a production web server instead.
Watchtower running at http://0.0.0.0:3000
  Project root: /opt/999-Agentic-Engineering-Framework
  Framework:    /opt/999-Agentic-Engineering-Framework

 * Serving Flask app 'app'
 * Debug mode: off
WARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:3000
 * Running on http://192.168.10.107:3000
Press CTRL+C to quit
192.168.10.107 - - [19/Aug/2026 22:06:55] "GET /config HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:52] "GET /orchestrator HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:52] "GET /orchestrator/parallel HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:52] "GET /patterns HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:52] "GET /pending HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:53] "GET /project HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:53] "GET /prompts HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:53] "GET /quality HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:53] "GET /reviewer/audit HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:56] "GET /reviewer/overrides HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:56] "GET /risks HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:56] "GET /search HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:56] "GET /search/conversations HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:56] "GET /search/feedback/analytics HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:56] "GET /search/load-conversation HTTP/1.1" 400 -
127.0.0.1 - - [20/Aug/2026 01:37:56] "GET /sessions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:57] "GET /settings/ HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:57] "GET /settings/appearance HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:57] "GET /settings/models HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:57] "GET /tasks HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:57] "GET /terminal HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:37:57] "GET /timeline HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:38:52] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:38:52] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:42:35] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:42:36] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:42:36] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:42] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:43] "GET /approvals HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:45] "GET /approvals/content HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:46] "GET /arcs HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:46] "GET /assumptions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:47] "GET /bvp HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:47] "GET /cockpit/activity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:47] "GET /config HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:47] "GET /costs HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:53] "GET /decisions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:54] "GET /designer HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:54] "GET /designer/app HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:54] "GET /designer/ghosts HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:54] "GET /designer/overlay HTTP/1.1" 404 -
127.0.0.1 - - [20/Aug/2026 01:42:56] "GET /directives HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:57] "GET /discoveries HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:42:59] "GET /cron HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:01] "GET /docs/generated HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:01] "GET /embeddings HTTP/1.1" 200 -
Failed to parse bypass log /opt/999-Agentic-Engineering-Framework/.context/bypass-log.yaml: '<' not supported between instances of 'datetime.datetime' and 'str'
127.0.0.1 - - [20/Aug/2026 01:43:01] "GET /enforcement HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:01] "GET /escalation-drift HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:01] "GET /fabric HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:01] "GET /fabric/graph HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:05] "GET /fleet HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:05] "GET /gaps HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:07] "GET /graduation HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:07] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:07] "GET /hooks HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:11] "GET /inception HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:12] "GET /learnings HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:16] "GET /metrics HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:16] "GET /orchestrator HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:16] "GET /orchestrator/parallel HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:16] "GET /patterns HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:16] "GET /pending HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:17] "GET /project HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:17] "GET /prompts HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:17] "GET /quality HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:17] "GET /reviewer/audit HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:19] "GET /reviewer/overrides HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:20] "GET /risks HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:20] "GET /search HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:20] "GET /search/conversations HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:20] "GET /search/feedback/analytics HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:20] "GET /search/load-conversation HTTP/1.1" 400 -
127.0.0.1 - - [20/Aug/2026 01:43:20] "GET /sessions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:20] "GET /settings/ HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:20] "GET /settings/appearance HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:20] "GET /settings/models HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:20] "GET /tasks HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:20] "GET /terminal HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:43:21] "GET /timeline HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:49:08] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:49:09] "GET /api/_identity HTTP/1.1" 200 -
192.168.10.107 - - [20/Aug/2026 01:49:09] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:15] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:16] "GET /approvals HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:18] "GET /approvals/content HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:19] "GET /arcs HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:19] "GET /assumptions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:20] "GET /bvp HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:20] "GET /cockpit/activity HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:20] "GET /config HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:20] "GET /costs HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:26] "GET /decisions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:27] "GET /designer HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:27] "GET /designer/app HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:27] "GET /designer/ghosts HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:27] "GET /designer/overlay HTTP/1.1" 404 -
127.0.0.1 - - [20/Aug/2026 01:49:29] "GET /directives HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:30] "GET /discoveries HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:32] "GET /cron HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:34] "GET /docs/generated HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:34] "GET /embeddings HTTP/1.1" 200 -
Failed to parse bypass log /opt/999-Agentic-Engineering-Framework/.context/bypass-log.yaml: '<' not supported between instances of 'datetime.datetime' and 'str'
127.0.0.1 - - [20/Aug/2026 01:49:34] "GET /enforcement HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:34] "GET /escalation-drift HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:35] "GET /fabric HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:35] "GET /fabric/graph HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:38] "GET /fleet HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:38] "GET /gaps HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:41] "GET /graduation HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:41] "GET /health HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:41] "GET /hooks HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:44] "GET /inception HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:45] "GET /learnings HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:49] "GET /metrics HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:49] "GET /orchestrator HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:49] "GET /orchestrator/parallel HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:50] "GET /patterns HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:50] "GET /pending HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:50] "GET /project HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:50] "GET /prompts HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:50] "GET /quality HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:50] "GET /reviewer/audit HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:53] "GET /reviewer/overrides HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:54] "GET /risks HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:54] "GET /search HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:54] "GET /search/conversations HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:54] "GET /search/feedback/analytics HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:54] "GET /search/load-conversation HTTP/1.1" 400 -
127.0.0.1 - - [20/Aug/2026 01:49:54] "GET /sessions HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:54] "GET /settings/ HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:54] "GET /settings/appearance HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:54] "GET /settings/models HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:54] "GET /tasks HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:54] "GET /terminal HTTP/1.1" 200 -
127.0.0.1 - - [20/Aug/2026 01:49:54] "GET /timeline HTTP/1.1" 200 -
